,id_reserva,id_cliente,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,precio_noche,nombre_hotel,estrellas,ciudad
24,9b16fc42-a7c6-4db9-98c7-30dbf2bb72b3,HP5694,Francisco Javier,Hierro,francisco javier.hierro@example.com,False,2025-02-02,2025-03-01,2025-03-02,21,437.34,Hotel Sol y Luna,3.012522361359571,Madrid
25,65fcc15f-f4c6-492a-b191-f180ae314bea,HP12302,Reynaldo,Lerma,reynaldo.lerma@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,387.89,Hotel Monte Verde,3.1032608695652173,Madrid
26,8a5b02f8-caa9-4917-a50d-a122c74a5c6d,HP5347,Felicidad,Gimenez,felicidad.gimenez@example.com,False,2025-02-09,2025-03-01,2025-03-02,22,254.17,Hotel Mirador Real,2.9776119402985075,Madrid
27,24f9a853-2cef-4fb7-8182-d4f347c772d7,HP11903,Pía,Barba,pía.barba@example.com,False,2025-02-03,2025-03-01,2025-03-02,6,460.67,Hotel Puerta del Cielo,3.0338983050847457,Madrid
28,345b493b-5fcb-476c-940b-cce20444d64e,HP1002,Amílcar,Moles,amílcar.moles@example.com,False,2025-02-05,2025-03-01,2025-03-02,14,218.25,Hotel Las Estrellas,2.9042145593869733,Madrid
29,e9fc009e-6bbd-49a9-aaa1-499fbe5b7036,HP2121,Blas,Galván,blas.galván@example.com,False,2025-02-11,2025-03-01,2025-03-02,3,463.31,Hotel Monte Verde,3.1032608695652173,Madrid
30,91569bdd-8430-4537-8245-6ca66e5c95ed,HP3074,Claudia,Miranda,claudia.miranda@example.com,False,2025-02-03,2025-03-01,2025-03-02,6,445.41,Hotel Puerta del Cielo,3.0338983050847457,Madrid
31,4e4f9542-3b51-4da1-b75e-b8c8a2018b6e,HC1158,Angelina,Priego,angelina.priego@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
32,2713abaf-e02b-4e4b-9897-a6b9cd4862b5,HP5435,Fernanda,Segarra,fernanda.segarra@example.com,False,2025-02-02,2025-03-01,2025-03-02,24,88.53,Hotel Rincón Sereno,3.0,Madrid
33,56aa252f-8c76-4712-a8d8-cfa844b5711a,HP4552,Emilio,Huerta,emilio.huerta@example.com,False,2025-02-09,2025-03-01,2025-03-02,25,394.62,Hotel Vista Alegre,2.9403846153846156,Madrid
34,67cc0893-51de-461e-bdf3-72beb87d4672,HP2235,Bárbara,Jódar,bárbara.jódar@example.com,False,2025-02-09,2025-03-01,2025-03-02,20,169.27,Hotel Los Almendros,3.0111317254174397,Madrid
35,6c3c255a-a128-4f41-86f2-e41a0c6a04df,HC13863,Tiburcio,Pujol,tiburcio.pujol@example.com,True,2025-02-19,2025-03-01,2025-03-02,8,106.0,ibis budget Madrid Calle 30,4.4,Madrid
36,728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,HP4543,Emiliano,Vergara,emiliano.vergara@example.com,False,2025-02-06,2025-03-01,2025-03-02,19,370.82,Hotel Luz de Madrid,3.0499075785582255,Madrid
37,f4b3e94a-2476-4923-953d-1f76ad90b520,HP9609,Marisol,Arévalo,marisol.arévalo@example.com,False,2025-02-11,2025-03-01,2025-03-02,26,253.16,Hotel Costa Azul,3.105566218809981,Madrid
38,166f113f-64cf-408d-b1c3-30ef155f8049,HP5108,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-02,26,314.73,Hotel Costa Azul,3.105566218809981,Madrid
39,b4ec52c7-ac8d-4c68-93f2-56f80786978c,HP13666,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-02,15,368.52,Gran Hotel Madrid,3.0592734225621414,Madrid
40,bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,HP4051,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-02,7,436.83,Hotel Encanto Real,3.023166023166023,Madrid
41,552fa988-9d52-4cfe-bcc4-1b5886f61a9c,HC2566,Carolina,Alberdi,carolina.alberdi@example.com,True,2025-02-19,2025-03-01,2025-03-02,12,173.0,Novotel Madrid City Las Ventas,4.6,Madrid
42,aca3e915-cf8f-4ee5-b921-f23f909f602b,HP3721,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-02,17,109.53,Hotel Torre Dorada,2.9242718446601943,Madrid
43,7ddea2f1-6ccc-40b1-b015-da2cc26f0f98,HC10939,Noé,Cantón,noé.cantón@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
44,47f91472-4a34-4e03-9cd2-64bbf695dcdd,HP5256,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-02,9,135.67,Palacio del Sol,2.988372093023256,Madrid
45,4d0ca33e-6881-4eaa-8c32-caf6273e468b,HP8640,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-02,15,260.15,Gran Hotel Madrid,3.0592734225621414,Madrid
46,7acd5eae-e278-4568-9e35-638532e10b87,HC9744,María Belén,Escalona,maría belén.escalona@example.com,True,2025-02-19,2025-03-01,2025-03-02,27,116.0,ibis Madrid Aeropuerto Barajas,4.4,Madrid
47,19b57bd1-9cbf-4c22-a91a-ba4c3850008e,HC3504,Curro,Martín,curro.martín@example.com,True,2025-02-19,2025-03-01,2025-03-02,1,170.0,ibis Styles Madrid Prado,4.7,Madrid
48,f6149a73-99ec-46f9-ad92-c4174a564beb,HP1323,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-02,18,135.58,Hotel Palacio Imperial,3.008528784648188,Madrid
49,25efcc1f-d69a-422f-a887-3341d57c6f09,HP9743,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-02,7,258.17,Hotel Encanto Real,3.023166023166023,Madrid
50,d1365d70-a42a-46be-96ca-6e1239b1adf3,HC10121,Melania,Abascal,melania.abascal@example.com,True,2025-02-19,2025-03-01,2025-03-02,1,170.0,ibis Styles Madrid Prado,4.7,Madrid
51,5e53a3e0-ed87-48e8-9742-891fe94d1025,HP866,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,343.46,Hotel Camino del Sol,3.072519083969466,Madrid
52,782c3729-9de4-4005-b241-c8601bb24e33,HC11811,Primitivo,Meléndez,primitivo.meléndez@example.com,True,2025-02-19,2025-03-01,2025-03-02,8,106.0,ibis budget Madrid Calle 30,4.4,Madrid
53,32aa8648-0f85-4405-86bd-ffe32c5bc3eb,HP7496,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-02,24,232.88,Hotel Rincón Sereno,3.0,Madrid
54,00ea6487-0d6e-4e16-ad8f-915dca34854a,HC764,Amalia,Bayón,amalia.bayón@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
55,b8fc310e-88a1-41eb-abf1-f772cf208fda,HP2036,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-02,19,50.96,Hotel Luz de Madrid,3.0499075785582255,Madrid
56,2ed1e427-c3cd-4215-9f0b-018d771f098b,HC396,Aitana,Dalmau,aitana.dalmau@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
57,9202057b-976a-4e12-980e-d45cac1a2906,HP12961,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,5,363.46,Hotel Camino del Sol,3.072519083969466,Madrid
58,2af9827a-93df-4f5e-ac7d-bdda0c84ed31,HP14897,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,15,147.96,Gran Hotel Madrid,3.0592734225621414,Madrid
59,a099af97-fd17-4374-86fe-9aae15f39bff,HP12903,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,15,386.58,Gran Hotel Madrid,3.0592734225621414,Madrid
60,73b6396e-25dc-4516-9a8a-047fbdf14eb3,HP1602,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,28,463.71,Hotel Maravilla Real,2.9748427672955975,Madrid
61,7d8a031b-affa-4506-8a21-36e2e298da06,HP7142,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,14,86.04,Hotel Las Estrellas,2.9042145593869733,Madrid
62,af5b8b1e-e230-43ab-803a-cd49f4f324fe,HC3856,Dionisia,Grau,dionisia.grau@example.com,True,2025-02-19,2025-03-01,2025-03-02,12,173.0,Novotel Madrid City Las Ventas,4.6,Madrid
63,4670b887-09ee-433b-afa1-556cbb1e930a,HP266,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,17,103.94,Hotel Torre Dorada,2.9242718446601943,Madrid
64,444992a6-ce95-43c1-bf32-b9ce3d754672,HP1922,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,20,328.71,Hotel Los Almendros,3.0111317254174397,Madrid
65,55d863f5-efd2-47ee-b047-b786c056ccef,HP1004,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,11,470.61,Hotel Jardines del Rey,2.9450980392156865,Madrid
66,458f6999-9db0-4430-88ad-b5d91cfd6ff4,HP7472,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,108.89,Hotel Puerta del Cielo,3.0338983050847457,Madrid
67,21152b48-0571-468e-babc-9ac0e0b69196,HC6682,Iker,Catalán,iker.catalán@example.com,True,2025-02-19,2025-03-01,2025-03-02,8,106.0,ibis budget Madrid Calle 30,4.4,Madrid
68,9631e12c-9835-45fe-a21a-6271086c3452,HP13454,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,256.22,Hotel Torre Dorada,2.9242718446601943,Madrid
69,ebd89c70-66d4-41d1-b218-dc9113ce6ce6,HP369,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,25,277.64,Hotel Vista Alegre,2.9403846153846156,Madrid
70,a15ca3ef-fcef-4bc0-986d-895a4e7139dd,HC3150,Cleto,Rosa,cleto.rosa@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
71,83b7096f-825e-4937-b0e2-4ec0391bc473,HP13242,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,5,120.98,Hotel Camino del Sol,3.072519083969466,Madrid
72,ebacd51b-a1f5-44fb-9279-50863ddff751,HC1785,Baltasar,Cabello,baltasar.cabello@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
73,fc781901-7248-4af2-a828-9940d73e7cd9,HP8871,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,5,350.53,Hotel Camino del Sol,3.072519083969466,Madrid
74,dcffa24b-86dc-4814-9b26-e1264d8c3f03,HP3579,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,25,472.51,Hotel Vista Alegre,2.9403846153846156,Madrid
75,16995b12-8790-4bb4-9e39-ad5eccbeb90d,HP2182,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,25,384.08,Hotel Vista Alegre,2.9403846153846156,Madrid
76,1947713f-2d04-4f87-979d-47b803207fee,HP6025,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,11,372.92,Hotel Jardines del Rey,2.9450980392156865,Madrid
77,2e03c019-93d2-42ff-a9a4-9351952b3244,HP13064,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,15,457.39,Gran Hotel Madrid,3.0592734225621414,Madrid
78,946c7d6c-9523-4056-bc05-4f25b7582202,HC12610,Rosalva,Cabañas,rosalva.cabañas@example.com,True,2025-02-19,2025-03-01,2025-03-02,29,90.0,ibis Madrid Alcorcon Tresaguas,4.4,Madrid
79,1706822e-7d2e-4287-a953-1f039ae68551,HP2270,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,25,200.09,Hotel Vista Alegre,2.9403846153846156,Madrid
80,692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,HP14805,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,20,298.25,Hotel Los Almendros,3.0111317254174397,Madrid
81,f03a25ec-25c7-4f04-8f79-ecaa242a4dee,HC774,Amalia,Teruel,amalia.teruel@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
82,509d1ab0-6acc-4c42-b352-4d8e86dfa96d,HP12967,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,4,295.51,Hotel Brisas del Mar,3.091078066914498,Madrid
83,02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,HP65,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,6,107.34,Hotel Puerta del Cielo,3.0338983050847457,Madrid
84,c422a037-1510-4eb2-bf05-7b203ab14c97,HC10265,Miguela,Sanz,miguela.sanz@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
85,ca9bfa6c-1449-4239-9595-779c090af54b,HP7682,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,11,454.51,Hotel Jardines del Rey,2.9450980392156865,Madrid
86,5a5dd3f5-d360-4242-a827-2729e9d0fd61,HP9162,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,20,401.04,Hotel Los Almendros,3.0111317254174397,Madrid
87,b7055550-984b-48e4-83f6-637b7f4dd78c,HP3469,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,439.06,Hotel Las Estrellas,2.9042145593869733,Madrid
88,03114ab3-587d-4e8a-b878-175e0e8ba101,HC1829,Baudelio,Ayllón,baudelio.ayllón@example.com,True,2025-02-19,2025-03-01,2025-03-02,27,116.0,ibis Madrid Aeropuerto Barajas,4.4,Madrid
89,4b9946c6-b8c0-45d6-8a83-c0e30c918e53,HC1217,Ani,Criado,ani.criado@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
90,9eb72036-0b7c-46ad-8821-b8a38612c7c8,HC1372,Apolonia,Bernat,apolonia.bernat@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
91,193470d5-1a06-4a74-86cc-d10a1145380d,HC2184,Bruno,Bayo,bruno.bayo@example.com,True,2025-02-19,2025-03-01,2025-03-02,27,116.0,ibis Madrid Aeropuerto Barajas,4.4,Madrid
92,013e4092-d233-4c2f-a772-9e66270e30a4,HP7413,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,9,121.63,Palacio del Sol,2.988372093023256,Madrid
93,fdd58a9c-4d04-457b-bdf8-e82cc7d60951,HC13612,Tania,Hoz,tania.hoz@example.com,True,2025-02-19,2025-03-01,2025-03-02,1,170.0,ibis Styles Madrid Prado,4.7,Madrid
94,286afb47-7932-4250-987a-688b472b5344,HP1337,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,18,417.45,Hotel Palacio Imperial,3.008528784648188,Madrid
95,38c4f7dc-1c64-4398-aa29-7a31a3028677,HC3615,Dalila,Yáñez,dalila.yáñez@example.com,True,2025-02-19,2025-03-01,2025-03-02,16,127.0,Pullman Madrid Airport & Feria,4.2,Madrid
96,d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,HP7876,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,11,60.64,Hotel Jardines del Rey,2.9450980392156865,Madrid
97,8fc3747d-d6a2-45e4-9cb6-81894e7955bc,HC10039,Mauricio,Gómez,mauricio.gómez@example.com,True,2025-02-19,2025-03-01,2025-03-02,1,170.0,ibis Styles Madrid Prado,4.7,Madrid
98,7df2ca32-9996-42c0-aa77-c4ff62c97d6f,HC4247,Eleuterio,Marín,eleuterio.marín@example.com,True,2025-02-19,2025-03-01,2025-03-02,8,106.0,ibis budget Madrid Calle 30,4.4,Madrid
99,efd0f4fc-83cb-4e6f-b1e0-5d4a07093386,HC14894,Úrsula,Belmonte,úrsula.belmonte@example.com,True,2025-02-19,2025-03-01,2025-03-02,10,172.0,ibis Madrid Centro las Ventas,4.5,Madrid
100,927b8538-a5cf-419d-81a7-e590507567f0,HC4829,Ester,Cabo,ester.cabo@example.com,True,2025-02-19,2025-03-01,2025-03-02,12,173.0,Novotel Madrid City Las Ventas,4.6,Madrid
101,6de8b910-ab44-4a14-8369-f2723da145ed,HP6679,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,21,199.01,Hotel Sol y Luna,3.012522361359571,Madrid
102,f302dfc4-bdf4-40f0-b08c-6821d3044e5f,HP11314,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,22,130.35,Hotel Mirador Real,2.9776119402985075,Madrid
103,6741430e-762d-4548-9616-fc40362e0447,HP11972,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,3,205.55,Hotel Monte Verde,3.1032608695652173,Madrid
104,dd64cf88-9b1f-42ec-9340-39806f5bd744,HP11645,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,17,102.03,Hotel Torre Dorada,2.9242718446601943,Madrid
105,c82d8574-f3f5-46a1-acf8-07011f970176,HC10917,Noemí,Ángel,noemí.ángel@example.com,True,2025-02-19,2025-03-01,2025-03-02,2,255.0,Novotel Madrid Center,4.6,Madrid
106,d7978bb9-da0f-468c-977f-2062c1262a8c,HP11146,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,5,466.5,Hotel Camino del Sol,3.072519083969466,Madrid
107,49788f88-6522-4400-96c5-12757260aaeb,HP3451,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,3,476.98,Hotel Monte Verde,3.1032608695652173,Madrid
108,b7aea489-524a-482e-8265-cfd5e59a413e,HC13606,Tania,Campo,tania.campo@example.com,True,2025-02-19,2025-03-01,2025-03-02,1,170.0,ibis Styles Madrid Prado,4.7,Madrid
109,1f122af1-0851-4fac-85c3-47d0731ee92a,HC5207,Fabricio,Lladó,fabricio.lladó@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
110,2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,HP6617,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,3,350.09,Hotel Monte Verde,3.1032608695652173,Madrid
111,24bce2d2-a496-4d15-aa24-8796f173f0c7,HP5135,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,20,107.27,Hotel Los Almendros,3.0111317254174397,Madrid
112,bca0e889-5f2a-476e-b759-d0bd997ea3d1,HC7798,José,Azcona,josé.azcona@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
113,fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,HP13685,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,5,185.42,Hotel Camino del Sol,3.072519083969466,Madrid
114,05d40d78-a173-4044-9c72-ae9c2d8548d6,HP10692,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,17,243.44,Hotel Torre Dorada,2.9242718446601943,Madrid
115,1696721f-a366-492c-8e7e-ce2bbd11e0b2,HP7891,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,11,248.79,Hotel Jardines del Rey,2.9450980392156865,Madrid
116,2a660bda-2cba-47b7-880e-b17dc7d65d74,HC2543,Carmen,Roma,carmen.roma@example.com,True,2025-02-19,2025-03-01,2025-03-02,23,154.0,Novotel Madrid Campo de las Naciones,4.5,Madrid
117,a04ee8a4-e89e-419f-bb1f-b53973e282db,HC3651,Dani,Benet,dani.benet@example.com,True,2025-02-19,2025-03-01,2025-03-02,27,116.0,ibis Madrid Aeropuerto Barajas,4.4,Madrid
118,a5ad5040-06cf-47ca-9960-553a91600ce7,HP7292,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,3,177.69,Hotel Monte Verde,3.1032608695652173,Madrid
119,59aa522f-5ebf-46e3-ae85-b1b112244bac,HC11667,Perlita,Peiró,perlita.peiró@example.com,True,2025-02-19,2025-03-01,2025-03-02,8,106.0,ibis budget Madrid Calle 30,4.4,Madrid
120,241e331b-007f-48d2-a184-7164c13d1cda,HP4971,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,11,151.08,Hotel Jardines del Rey,2.9450980392156865,Madrid
121,3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,HP9580,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,7,492.76,Hotel Encanto Real,3.023166023166023,Madrid
122,ec6b0d32-4bb0-4c77-bf93-f06c35bf4ff9,HC10620,Natividad,Ariño,natividad.ariño@example.com,True,2025-02-19,2025-03-01,2025-03-02,10,172.0,ibis Madrid Centro las Ventas,4.5,Madrid
123,4983cbf2-6afb-4c57-bae4-0c66931a5bf6,HC6614,Humberto,Iborra,humberto.iborra@example.com,True,2025-02-19,2025-03-01,2025-03-02,2,255.0,Novotel Madrid Center,4.6,Madrid
